missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
63801,40688,79741,5181,6884,0,0.3378588213802323,0.057162311403399516,189411,0.6358078464291936
