mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
69686,158972,6270,12233,49832,0,0.3047608218387286,0.05349911221124999,284760,0.8029849697991291
