matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1438,1065,13005,129,28390,0,0.4254894127047543,0.05153815421494207,43898,0.057018542986013034
