mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
52917,104468,8314,26194,5832,0,0.3362264510595038,0.05282587285954824,189411,0.830917950910982
