matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55427,34737,25823,2895,3613,0,0.3852646288984517,0.032108158466793844,119600,0.7538795986622073
