missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8041,83847,37307,108691,4565,0,0.25553089768352993,0.031267551610296034,237886,0.6137309467560091
