invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
195835,3036,29286,1114,9729,0,0.24936562860438294,0.028553120594643086,237886,0.16400712946537416
