missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
33346,58802,31838,5334,4492,0,0.3512577228596646,0.05884819064430715,128478,0.705490434159934
