missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35428,4190,147945,50323,6089,0,0.2538130207597797,0.030710956886638288,237886,0.8334580429281252
