invalid_lift,matches,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
30263,360218,15182,57271,107211,0,0.13717966221864528,0.036365029976837715,554963,0.7522825846047394
