missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23103,108084,8467,54094,4130,0,0.3335470902341871,0.05220806767872338,189411,0.8562227114581519
