mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3411,4393,428,20556,18895,0,0.4370835468990261,0.0548436699128652,47255,0.16514654533911755
