matches,invalid_lift,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
414721,11030,11297,58551,70661,0,0.12371532649301036,0.023869994421812403,554963,0.8527991956220505
