missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
42467,69860,159593,12840,11225,0,0.30446322340522897,0.04892069399833517,284760,0.8057767944936086
