invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
109297,1814,916,248,20,0,0.21305841924398625,0.01718213058419244,112275,0.010367401469605879
