matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
177187,72918,28107,12468,6548,0,0.29154954918934045,0.049851062553727434,284760,0.8783010254249193
