matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
40613,22228,43680,3763,21957,0,0.3537181139701787,0.05988128769433968,128478,0.48911875963199924
