missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13836,16449,7825,9145,900,0,0.4611078373600471,0.05303476723629935,47255,0.35911543751983915
