missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14740,28719,269,170,19,0,0.38724373576309795,0.04328018223234624,43898,0.010000455601621942
