matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
88512,1914,21444,2636,405,0,0.19502346393102696,0.023973225653897923,112275,0.9793453573814295
