matches,missing_hit,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16089,17180,12274,1713,1671,0,0.43274688855198673,0.058914783344498116,47256,0.6001989165396987
