invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
29685,14211,1,0,0,1.0,0,0.0,43897,2.278060004100508e-05
