missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
29193,176602,68216,10749,12139,0,0.27863964250994616,0.04958377243503337,284760,0.8597345132743363
