mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74017,184317,19100,12344,7326,0,0.28651667995695496,0.047783102495219366,284760,0.9071990448096643
