matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
64746,36082,3688,5508,23962,0,0.35785694449954375,0.054627682786527555,128478,0.7847880570992699
