invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1926,76027,20256,2487,14066,0,0.2103798178286925,0.025830105002960024,112275,0.8575640169227343
