matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
107790,7551,55228,8068,18842,0,0.33878467408507035,0.04949146719994111,189411,0.8606575119713217
