invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
90567,5835,1594,194,14279,0,0.2145645443532104,0.026113878045497377,112275,0.06616789133823202
