mismatches,invalid_lift,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
45784,7733,132338,5679,52030,0,0.2570373115055973,0.03188264223397447,237885,0.7487735670597138
