mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
40567,68056,3313,2438,8539,0,0.3734660246909034,0.03049998619076991,119600,0.9082190635451505
