invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35149,11906,97,15,104,0,0.48258706467661694,0.07462686567164178,47256,0.0042534281361097
