mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14462,9022,19130,1853,1284,0,0.43051917123124556,0.05516194331983806,43898,0.7652284842134038
