mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58119,173082,6500,5073,1612,0,0.25137867050748053,0.028114065250582826,237886,0.9718983042297571
