matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
89909,38621,45860,7427,15021,0,0.33777961095684583,0.05470320912726764,189411,0.7167957510387464
