mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56261,111966,14895,8279,6289,0,0.334435019348856,0.049213265409238705,189411,0.8881585546773947
