invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
236551,1301,26,8,0,0.23529411764705882,0,0.0,237886,0.00014292560301993392
