matches,invalid_lift,mismatches,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13107,10586,9215,14348,1311,0,0.41282143177134667,0.05873129647881014,47256,0.4723632977822922
