invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
118781,814,3,1,0,0.25,0,0.0,119599,3.344509569478006e-05
