missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
24604,6695,63220,33959,5239,0,0.3494479259922411,0.05391082435505613,128478,0.7563863073833652
