missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18190,15784,12696,1681,586,0,0.44578651685393256,0.059023876404494385,47256,0.6026747926189266
