missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
26872,5283,7773,796,7328,0,0.4046415441176471,0.06096813725490196,47256,0.27628237684103607
