missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23374,10176,5642,8063,872,0,0.41167457132433416,0.0636264137176213,47255,0.29002221987091314
