mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13485,1732,16515,10097,3801,0,0.4495,0.05773333333333333,43898,0.6834024329126611
