invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
141228,34940,7361,2617,5882,0,0.4441591784338896,0.19761383372347655,189411,0.06991674189988965
