mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8530,11581,21193,1258,5952,0,0.4241459897568495,0.06255283178360102,47256,0.4255755882850855
