mismatches,invalid_lift,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55732,5932,113318,8200,14429,0,0.3296776101745046,0.048506359065365275,189411,0.892503603275417
