missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6711,20014,15018,2155,1835,0,0.4286937656999315,0.05238068052066682,43898,0.7980318009932116
