matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
162250,6948,56950,5842,11737,0,0.25980839416058393,0.026651459854014597,237885,0.9214536435672699
