invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
118812,787,1,0,0,1.0,0,0.0,119600,8.361204013377926e-06
