invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
35046,8840,11,1,0,0.08333333333333333,0,0.0,43898,0.0002733609731650645
