invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
363658,54446,120436,16423,3207,0,0.11999941545678398,0.02343287617182648,554963,0.24660923340835336
