matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58550,32115,5076,26721,11092,0,0.3542160701483483,0.05598632327800143,128478,0.7056850200034247
