missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11775,2790,2172,30518,286,0,0.437726723095526,0.05763804917372027,47255,0.10500476140090996
