invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
29436,16594,730,496,54,0,0.40456769983686786,0.04404567699836868,47256,0.02594379549686812
