mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
62501,470165,11846,19571,2727,0,0.11733619191012755,0.02223907664465162,554964,0.9598208172061611
