mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6289,886,8336,12995,16278,0,0.43001709401709404,0.06058119658119658,43898,0.3331586860449223
