matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
88525,21388,1822,2626,540,0,0.19459026684741568,0.02389162337485102,112275,0.9789623691828101
