missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9566,17449,1678,13122,3760,0,0.42923031631284553,0.054888619933924306,43897,0.6964257238535663
