invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
108895,347,2286,2220,748,0,0.7534607778510217,0.7317073170731707,112276,0.027022694075314404
