invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
97321,20939,88831,4218,30795,0,0.2574273151321619,0.035259893334225,237886,0.5028711231430181
