invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
35521,11734,1,0,0,1.0,0,0.0,47256,2.1161334010496022e-05
