matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
68499,4018,42389,3233,4694,0,0.3822685953394416,0.029155544333020707,119600,0.9271571906354515
