missing_hit,matches,invalid_lift,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14090,907,28264,637,78,0,0.41256476683937826,0.050518134715025906,43898,0.03517244521390496
