matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
156207,56607,7195,10060,15012,0,0.26599283881699515,0.03380886595806667,237886,0.8946049788554181
